ship-city,Amount
Kalasapakkam,1137.0
BANGALORE-17,1137.0
VADALUR,1137.0
MUMBAI 400070,1136.0
MUMBAI dadar  west,1136.0
PHULERA,1135.0
JHARIA,1134.0
Madayi,1134.0
kadapa,1134.0
Alangad,1134.0
Ukhra,1133.0
Maduvankarai/CHENNAI,1133.0
TURUVEKERE,1133.0
NANDYALA DISTRICT,1133.0
Bihta,1133.0
ICHODA,1133.0
Ananthpur,1133.0
Slepur,1133.0
kharghar,1133.0
Nawkothi,1133.0
Mayur vihar-3,1133.0
BIKRAM,1133.0
PAHARPUR,1133.0
CHAKIA PIPRA,1133.0
jehanabad,1132.0
NASHIK. GST NO. 27ALXPD3261A1Z9,1132.0
BINOLA INDUSTRIAL AREA,1131.0
Kottayam dist,1130.4299999999998
MASAURHI,1130.0
"Prem nagar, Port Blair",1129.0
BHURAGAON,1129.0
BAGLI,1129.0
Mandvi,1128.0
"Vashi, new Mumbai.",1128.0
KEELAKARAI,1127.0
Dakshina Kannada,1127.0
"Dombivli west, Thane dist",1127.0
DARIYABAD,1127.0
SONATIKIRI,1127.0
MASTURI,1127.0
"Annamalai nagar, Chidambaram",1127.0
KRISHNAGANJ,1126.3000000000002
Distt - Mandi,1126.0
"NEWASA-PHATA, TAL-NEWASA, DIST-AHMEDNAGAR",1126.0
Chinnaveerampatti,1126.0
Gangapur city,1126.0
Seelanaickenpatti,1126.0
Barbigha,1126.0
VADAKARA KOZHIKODE DISTRICT,1126.0
"Roadpali, Kalamboli",1126.0
Faridabad my first floor,1126.0
Berhampore,1126.0
"Wazirganj,badaun",1126.0
ZIRA,1126.0
Santa Cruz,1126.0
Anandpur sahib,1125.0
"METTUPALAYAM ,COIMBATORE DISTRICT.",1125.0
VADUGAPATTI THENI DISTRICT,1125.0
Nereducherla,1125.0
Missamari,1125.0
Ballari,1125.0
Kadipur,1125.0
"Batlahalli, Chintamani taluk, Chikkaballapur Dist",1125.0
VIJALPOR,1125.0
KHAIRABAD MAU DISTRICT,1125.0
SUSNER,1124.0
Meppadi,1124.0
Kothacheruvu,1124.0
Chittethukara,1123.0
",raibarely road faizabad (Ayodhya)",1122.0
MALEGAON Dist Nasik,1122.0
"Ichalkaranji, Kolhapur",1122.0
AHIWARA,1122.0
MEHNAGAR,1122.0
MOWAD,1122.0
Malerkotla,1122.0
SHAKTIGARH,1122.0
RANCHI2,1122.0
"DURGAPUR, West Bengal",1120.0
Pali,1120.0
saroornagar rr district,1120.0
AMBALA Cantt,1119.0
HIRMI,1119.0
Nerul Navi Mumbai,1118.67
GHIRAUR,1117.0
ELAVANASURKOTTAI,1117.0
Chandrugonda,1116.0
ARKI,1115.0
P.O.CHIRAKKAL,1115.0
PAlwal,1115.0
Raisen,1115.0
Vipin Garden,1115.0
Lakhani,1115.0
"saifai, etawah",1115.0
"Old MATHIGIRI, Hosur",1115.0
Partapgarh,1115.0
BIDASAR,1115.0
DIGHWARA,1115.0
"Kottarakara, Kollam",1115.0
"Sanganapuram, Tirunelveli district",1115.0
"wagholi ,PUNE",1115.0
Gajwel,1115.0
COOCH BEHAR,1115.0
THARIAL,1114.0
Pimple saudagar,1113.0
Limdi,1112.0
PADIYAM,1112.0
BADARWAS,1112.0
DAULATPUR,1112.0
Firozabad,1112.0
FARIDABAD-121004,1112.0
Andhari,1112.0
BISHRAMPUR,1112.0
"Dhasai, shahapur",1112.0
Barpeta Road,1112.0
jetpur,1112.0
ROHRU,1112.0
NANDED maharashtra,1112.0
GOKUL SHIRGAON MIDC,1112.0
"Bonda,Banarpal",1112.0
balumath,1112.0
"Kalyan - West, THANE",1112.0
Baraut,1112.0
Adyal,1112.0
GHUMARWIN,1112.0
Yeldurthy,1112.0
"Kandanadu PO, Ernakulam",1112.0
Habbuwada karwar,1112.0
Reis magos,1112.0
Rasol,1112.0
Benipur,1112.0
KALAMBOLI,1112.0
BALLABGARH,1112.0
GHAZIABADcounty,1112.0
Ramnagar,1112.0
Tekkali,1111.0
Kanchikacherla,1111.0
Kottayampoil,1111.0
KHIRKIYA,1111.0
Garacharma,1111.0
District kangra tehsil. Dheera,1111.0
KALYAN (W),1111.0
mysore,1111.0
Ullal,1111.0
PANTHERANKAVE  P.O,1111.0
Giridih,1111.0
Naihati,1111.0
Saphale,1110.29
Near Laurel's international school,1110.0
CHIMAKURTHY,1109.0
CHAMPDANI,1108.95
Ichalkaranji,1108.0
"VILAYAT GIDC , Bharuch",1107.0
Chandannagar,1107.0
CHIKMAGALUR,1106.0
North Dinajpur,1106.0
MINAKHAN,1106.0
BABHALESHWAR,1105.0
kozhikode,1104.0
KOTHANALLUR,1103.0
DONDAICHA WARWADE,1103.0
MUMBai,1103.0
BAVLA,1103.0
KARIYANNUR,1102.0
HATTI GOLD MINES,1102.0
Ameenpur Hyderabad,1100.0
"Pakhowal Road, LUDHIANA",1100.0
"Banaswadi, Bengaluru",1099.0
KARHAL,1099.0
"Po-jagannathpur,phulnakhra Dist-Khurda",1099.0
Chabua,1099.0
"Kathghariya, Haldwani",1099.0
BANSI,1099.0
Haldwani district nainital,1099.0
Chevuturu,1099.0
Faizabad...karma chauraha,1099.0
KOSLI,1099.0
Dakshin Rajyadharpur,1099.0
SANKRAIL,1099.0
"TIRUR, MALAPPURAM",1099.0
Naharlgun nirjuli,1099.0
Sagore Dist.Dhar,1099.0
Neyveli Township,1099.0
Srinagar city,1099.0
Jagatdal,1099.0
Distt shamli,1099.0
Haldaur district Bijnor,1099.0
Aalo,1099.0
Bastora - Mapusa,1099.0
"Ramachandra puram, East Godavari",1099.0
Rura,1099.0
"Yendada, Visakhapatnam",1099.0
District MANDI,1099.0
GARDHIWALA,1099.0
NAGAL CHAUDHRY,1099.0
"MUMBAI,  Andheri west",1099.0
Sompeta,1099.0
BCS NEW SHIMLA,1099.0
Janipur,1099.0
mulund (east)MUMBAI,1099.0
PUNE-15,1099.0
THANE 400602,1099.0
KALAKOTE,1099.0
Siwan Bihar,1098.0
Johrat,1098.0
Dandeli,1098.0
MANAKONDUR,1098.0
Dhule,1098.0
Vuyyuru,1097.0
Haveri,1097.0
NUH,1096.0
CHELARI,1096.0
Chennai.,1096.0
Vaduvanchal,1096.0
ICHHAWAR,1096.0
Tuljapur,1096.0
Madappally,1096.0
Anil neerkonda hospital,1094.0
CHAKAPARA,1093.0
dibiyapur,1093.0
SONAMUKHI,1093.0
BUDHANA,1093.0
Kasargod,1092.0
JANSATH,1091.0
BONGAIGAON RPCL TOWNSHIP,1091.0
BAngalore,1091.0
Ghatsila,1091.0
NAVIMUMBAI,1090.0
DOMBIVLI EAST,1090.0
MANGRULPIR,1090.0
SHAMGARH,1090.0
EDAIKODU,1089.0
EDAPPALLY,1089.0
Nileshwaram,1088.0
Loni ghaziabad,1088.0
KARAMSAD ANAND,1088.0
Dehradund,1088.0
Para,1086.0
Mandsaur,1086.0
Naliya,1083.0
POLBA DADPUR,1082.0
Khandwa,1082.0
Benipatti,1082.0
Medak,1080.0
AHMADPUR,1079.0
Saharsha,1079.0
CHANDIPUR MALDAH DISTRICT,1078.33
BARWALA,1078.0
AMMAPETTAI THANJAVUR DISTRICT,1077.57
SAMUKTOLA,1077.0
GOPALAPURAM,1075.0
JAGIROAD,1075.0
LALKUAN,1075.0
VARANASIVaranasi,1075.0
GOMOH,1075.0
Varthegundi,1075.0
FATEHGARH CHURIAN,1075.0
"Akash nagar Annexe, Manimedu",1075.0
SHEOSAGAR,1075.0
HEMGIR,1075.0
BISWANATH,1075.0
RASAGOBINDAPUR,1075.0
Seoni,1075.0
ATARRA,1075.0
SUBARNAPUR,1075.0
KATRAS,1074.0
SORO,1073.0
shimoga,1072.0
Ambala Cantt,1072.0
Lauriya,1072.0
Dumka,1071.8600000000001
Kohlapur,1071.8600000000001
GUNTUR District,1070.48
NAGROTA BAGWAN,1070.0
Devgad,1070.0
Dalhousie,1068.0
Old goa,1068.0
"Budhuwari , Korba",1068.0
Kanniyakumari,1068.0
PASIGHAT,1068.0
Pathanapuram,1068.0
PAROLA,1068.0
UTHAMAPALAYAM,1067.0
bareilly,1067.0
"Tezpur, Majgaon",1067.0
Vasai Road(West),1066.0
GREATER NOIDA WEST (Noida Extension),1066.0
KHALAPUR,1065.0
Mira Road East THANE,1065.0
Debra,1065.0
ALLAPALLI,1065.0
KANNADIPARAMBA,1065.0
SIKANDRA ALLAHABAD DISTRICT,1065.0
Shirdi,1065.0
SIRMAUR,1065.0
MAHENDRAGARH DISTRICT,1065.0
RAHON,1064.05
TALEGAON,1064.0
"Mira bhayandar,Thane",1063.0
Peddapally,1063.0
Binnaguri,1063.0
Avinashi,1063.0
MUSALGAON MIDC,1063.0
Khanna,1062.0
Kunda; pratapgarh,1062.0
KANYAKUMARI,1061.0
"Changanacherry, Kottayam",1061.0
"Barendrapara,near-Avinandan Furniture, PO-Sonarpur",1061.0
SOMASUNDARAPALAYA,1061.0
PANNAIPURAM,1060.0
NASRULLAGANJ,1058.93
Chittaranjan,1058.0
CHARIBATIA,1057.67
BADLAPUR (East),1057.0
SUNPURA,1056.0
Shahabad,1056.0
"Greater noida west ,gautam budh nagar",1055.0
TARAPUR,1053.0
Harugeri,1053.0
"Kakkanad,Kochi",1053.0
ANGAMALY,1052.0
"Murarai,Birbhum",1051.0
Balurghat,1050.0
VALLABHNAGAR PIMPRI,1050.0
SAMBHAR,1049.0
"Mumbai, Powai",1044.0
Gadchiroli,1044.0
Sathupally,1044.0
MARUDUR,1043.0
BAGDA,1043.0
NATTHUWA WALA,1043.0
Greater mohali,1043.0
ANTHICAD,1042.8600000000001
ongole,1042.86
"NARASARAOPET,Guntur destrict",1042.19
New Town - Kolkata,1042.0
VASAI EAST,1040.0
HAFLONG,1040.0
JALANDHAR Cant,1039.0
TURKAPALLY,1039.0
VAZHAPADI,1038.76
GURU HAR SAHAI,1038.0
PUNE 36,1038.0
JEWAR,1036.0
Kolhar-bhagwatipur,1036.0
siliguri,1036.0
Mangaon,1036.0
Marcel,1035.0
Vilangad,1034.0
Anakapalli,1034.0
"Puttaparthi, Anantapur District",1034.0
Vellakoil,1034.0
UTTAR MADARIHAT,1033.0
Kudasan,1033.0
dimapur,1033.0
Lakhimpur kheri,1033.0
KALLUR,1033.0
ASSANDH,1033.0
EDACHERI,1032.0
Pallipuram,1032.0
PATHARDIH,1032.0
RAWAN AMBUJA CEMENT PLANT,1031.0
"Bapu Nagar, Sanjeeva Reddy Nagar, HYDERABAD",1031.0
Silvasaa,1031.0
DODA,1031.0
Payimbra,1031.0
madurai,1030.0
NTPC SIPAT TOWNSHIP,1028.9
Bhuban,1026.67
Verna Goa,1025.0
IRIVERI,1025.0
Belgaum,1025.0
Mukerian,1022.86
Singtam,1021.0
Betalbatim,1019.0
Nerul NAVI MUMBAI,1018.0
RAMGARH SIKAR DISTRICT,1018.0
Srinagar Garhwal,1016.0
CHAMBENAHALLI SARJAPURA ROAD BANGLORE,1016.0
Janakpuri,1015.95
Chattukappara,1014.0
Davanagere,1014.0
Kayamkulam,1013.0
PENTAPADU,1013.0
SOBHAGANJ,1013.0
BANKIMNAGAR,1011.0
RAGHUNATHGANJ,1010.43
KAILASAGIRI,1009.38
BADHARGHAT,1009.0
BARBIGHA,1009.0
DHARAMSALA,1008.0
"URMAR TANDA, Hoshiarpur",1005.36
PERUMANDI,1005.0
Chandkheda,1003.0
Ulhasnagar 421004,1002.14
NERAL,1002.0
TIRUNELVELI DISTRICT,1001.0
"Pulivendula, kadapa",999.0
"Mettur, Salem",999.0
Gadarpur,999.0
THOOTHUKUDI,999.0
MALLANWALA KHASS,999.0
Bhatkal,999.0
"Narwana, Jind",999.0
VIRAR west,999.0
KOLKATA 700036,999.0
KHUTAR,999.0
Surathkal,999.0
"Hanuman Nagar,Patna",999.0
Zirakhpur,999.0
Kathgodam (haldwani),999.0
Ulhasnagar 1,999.0
Caranzalem - Tiswadi,999.0
VILE BHAGAD MIDC,999.0
Thakurli East,999.0
KHARAR,999.0
KATRA SHAHJAHANPUR DISTRICT,999.0
GULAOTHI Distt. Bulandshahar,999.0
Kesarval,999.0
LAKHNA,999.0
"Mallital, Nainital",999.0
Paratwada,999.0
NOIDA sector 75,999.0
Shahganj,999.0
"Ollur, Thrissur",999.0
Mahasla,999.0
HARNAUT,999.0
Padrauna,999.0
NEW DELHI 110075,999.0
Andaman and nicobar islands port Blair,999.0
Thiruvegappura,999.0
Dolvan,999.0
CHANDRAKONA,999.0
"CHANDANNAGAR, District - Hooghly",999.0
SHOGHI,999.0
MITHAPUR,999.0
"Polur Taluk, Thiruvannamalai District, 606903",999.0
irinjalakuda,999.0
moujpur NEW DELHI,999.0
Kothagudem,999.0
PANDARIA,999.0
BENGALURU-28,999.0
PERIYAMANALI,999.0
KaNdivali est MUMBAI,999.0
Dakshin deogaon,999.0
Karambakkam porur CHENNAI,999.0
SAHAWAR,999.0
MUTHIALPET,999.0
GOHPUR,999.0
CHENNITHALA,999.0
PALGHAR( East),999.0
"Sivasagar,sunpura gohain gaon",999.0
Kinnigoli post Talipady,999.0
fatehabad,999.0
Kisanganj,999.0
idukki,999.0
PANIPAT REFINERY TOWNSHIP,999.0
"HIRIYUR, chitradurga district",999.0
KARANPUR,999.0
AZARA,999.0
TASAWADE MIDC,999.0
TEGHRA,999.0
PATHARDI,999.0
BASUDEVPUR,999.0
Raha town,999.0
Barhalganj,999.0
Visakhapatanm,999.0
"Hyderabad,Rangareddy",998.0
ARAMBOL,998.0
Mudhole,998.0
hoshiarpur,998.0
CHOPDA,998.0
New DELHI,998.0
Gachibowli / Hyderabad,998.0
Uttarkashi,998.0
BHINDER,998.0
BURHANPUR,997.0
Najibabad,996.0
PAMARRU,995.0
Samana,995.0
"Thane West, Mumbai",995.0
"Manipal,Udupi",994.0
Nirmal,994.0
KALYANDURG,993.0
AHMED NAGAR,993.0
PALAKONDA,992.0
RAMPUR MANIHARAN,990.0
Nerul (EAST),989.0
DEVARKADRA,989.0
PUNEpune,989.0
PIPIGANJ,989.0
INDUSTRIAL GROWTH CENTRE THIMMANAPALEM,989.0
MAPUSA guirim,989.0
"Pattambi, Palakkad",989.0
Chinsurah,988.0
"Bangihati, Po-Mallickpara,Serampore",988.0
"Faridpur,BAREILLY",988.0
Thrikkakkara,988.0
KARELI,988.0
nellore,988.0
"Thrikkodithanam P O, CHANGANACHERRY",988.0
Damoh,988.0
Nalasorapra (E),988.0
PUNE411002,988.0
"anna Nagar west, chennai",987.0
"Ramanagara Taluk ,Bidadi",986.6600000000001
West Delhi,986.0
KOLKATA - 700028,986.0
Porbandar,986.0
NAWABGANJ UNNAO DISTRICT,985.0
"Madeenaguda, Chandanagar, Hyderabad",984.0
"Baiguinim, Old goa",984.0
Jalna,984.0
Tumgaon,982.0
RENGALI DAM PROJECT TOWNSHIP,981.25
Naigoan east,981.0
KATWA,979.5699999999999
"Dombivali MIDC, Thane",979.0
Golaghati,979.0
DHAR KALAN,979.0
TRIBENI,979.0
Tri nagar,979.0
THANE. West,979.0
calicut,979.0
PARIKSHITGARH,979.0
Malkajgiri,977.0
Bihar,976.0
GOBINDPUR,975.0
Nainital,975.0
UTRAULA,975.0
BENGALURU-97,974.0
HADGAON,974.0
vaniyambadi tirpattur district,974.0
BHOGNIPUR,973.0
MULTAI,972.0
Secunderabad.,971.0
ALLAHGANJ,969.0
Attabira Dist- Bargarh,969.0
Vishrambhag sangli,969.0
Contai,969.0
Kotekar,969.0
GOBINDPUR dhanbad,969.0
Pimpri-chichwad,969.0
SRUNGAVARAPUKOTA,969.0
KUTIYANA,969.0
Kanjirapilly,969.0
Bakulia,969.0
ASARGANJ,969.0
R UDAYAGIRI,969.0
ALA,969.0
Garhi Harsaru,969.0
"Pimpri-Chinchwad,",969.0
DAUND Pune,969.0
"KALYAN, THANE",969.0
Casne-Amberem-Poroscadem VP,969.0
Sunam,968.0
NEW DELHI 110016,968.0
Mihijam,968.0
AWANTIPORA,968.0
YELLAPUR,968.0
DULDULA,968.0
"PHONDAGHAT, kankavli",968.0
KARNAPRAYAG,968.0
"Dudahi, KUSHINAGAR",967.0
BALIKUDA,967.0
MAHASAMUND,967.0
Kalmassery,967.0
Allagadda,967.0
Belgharia,967.0
CHHAPI,967.0
KRISHNA district,967.0
TALALA,967.0
Hydrabad,967.0
"Jillelguda , Meerpet , HYDERABAD",967.0
Kottagoundampati,967.0
VIJAYAPURa,966.4300000000001
UMLING,966.0
Bheemunipatanm,965.0
Garobadha,965.0
HALVAD,965.0
Ichhapur,964.0
NATEPUTE,962.81
"Triplicane,CHENNAI",962.0
BUDGAM,962.0
Jogbani araria bihar,962.0
Armori,961.86
Nagarkurnool,961.0
Ribandar,960.0
Gola cholapur varanasi,959.82
Mokokchung,958.0
Rasayani,958.0
CHANNAGIRI,958.0
"Banaganapalli, kurnool",958.0
Kelambakam,957.0
durg,956.0
"Bhayander (E), Thane",956.0
Rajam Srikakulam District,955.0
Mhow gaon,955.0
"Pub Daniram Pather,Hojai",955.0
PATHANKOT ( MAMUN ),955.0
"Bandra East, Mumbai",954.0
Thane east,954.0
"ALURU ,Hassan district",953.57
Chakdaha,953.0
BAKRESHWAR THERMAL POWER TOWNSHIP,951.4300000000001
THALAKKULATHUR fresh bakery,951.43
City -dharuhera,950.0
Palamaner,950.0
"Asansol, West Barddhaman",950.0
TIRUPATI (RURAL),950.0
"Raxaul, East Champaran, PIN-845305",949.0
AVALAPALLI,949.0
.azamgarh,949.0
"GAUTAM BUDDHA NAGAR,noida",949.0
MIDNAPORE,949.0
Anchal,948.52
"PIMPRI CHINCHWAD, PUNE",948.0
Alipurduar,948.0
Sivasagar,948.0
"Pattambi,Palakkad",948.0
RATNAPUR,946.0
Tanjavur,946.0
Dombivli(E),945.0
Kamtaul,945.0
KUDCHI,944.0
"Vallioor via, Tirunelveli district",944.0
BHILAD,942.0
purnea,942.0
Vellangallur,942.0
KURWAI,941.0
DHAKA,940.95
Korukonda,940.0
shivamogga,940.0
Mulund w,939.0
PILANI,939.0
Katol,939.0
Chopda,939.0
"Hyderabad, Telangana",939.0
"Begumpet, Hyderabad",939.0
BOKAJAN,939.0
NELLORENellore,939.0
vizianagaram,938.0
ERAVATTUR,938.0
GURUGRAMGurgaon,937.0
Kathor,936.0
"Goregaon East, Mumbai -  400097",936.0
Paonta Sahib,936.0
KARIYANGALA,935.0
Ganj Dundwara,934.0
NAOBAICHA,933.0
KOYRA,933.0
BARKAKANA,932.0
Dist una,932.0
7BARASAT,931.0
Greater NOIDA west,930.0
Sarkaghat,930.0
PONNAMARAVATHI,930.0
Tiruvannamalai,929.0
GAURELA,928.0
SALCETE,927.0
AMBIKANAGARA,926.0
KATTUMANNARKOIL,926.0
Jalpaiguri,926.0
ARWAL,925.0
"P.O.-RAHARA , P.S.-KHARDAH.",925.0
sultanpur,925.0
Calangute,925.0
DHARAMPUR INDUSTRIAL ESTATE,924.0
VETTAIKARANPUDUR,922.0
THALLUR,922.0
Kayalpattinam,921.0
Davorlim,920.0
Rishra Hooghly,920.0
GAGRET,918.0
TANGI,918.0
RANGJULI,917.0
kalyan (w),917.0
SODPUR,917.0
SAFIDON,916.14
Jaitpuri patelpara,916.0
ILAMPILLAI,916.0
Greter Noida,916.0
VIRPUR,916.0
Anjar,916.0
Bagalkote,915.0
Hailakandi,915.0
Vasco da gama,914.0
Kurla West Mumbai,914.0
srikakulam,913.0
Mylavaram,913.0
RAHATA,913.0
FARAKKA PTS TOWNSHIP,912.0
BIHTA BEGUSARAI DISTRICT,911.0
KURUD,911.0
PEDANA,910.3299999999999
Bengaluru east,910.0
Delhiq,910.0
HYhyderabad,909.0
parvathipuram,908.0
"Pallikaranai, Chennai",908.0
Pilibhit,908.0
NEW DELHI 110058,908.0
CHAUMUHAN,908.0
Munagapadu,908.0
KARUR - 6,906.24
DWARAHAT,906.0
Jathlana,906.0
BICCAVOLU,904.0
PAZHUGAL,903.1
COLONELGANJ,903.0
BAHIRGRAM,903.0
New panvel,902.0
SHANKARAMPET A,901.0
BARHALGANJ,900.0
Nandikotkur,899.0
SIDDHAUR,899.0
Masuda,899.0
Idar,899.0
Shanivarsante,899.0
Velsao falvaddo,899.0
"SARDARSHAHAR ,churu",899.0
"Mitrol,palwal",899.0
BHIMTAL,899.0
"Kakkodi mukku,kannadichal road",899.0
"pune, maharashtra",899.0
KURNOOL dist,899.0
"S. Ramalingapuram,VIRUDHUNAGAR DISTRICT",899.0
Thane Central,899.0
Inkollu,899.0
Shahdol,899.0
BHULEPUR,899.0
Tisk-Usgao,899.0
Sriganganagar,899.0
karanja lad,899.0
Derlakkatte,899.0
Leimakhong,899.0
REDHAKHOL,899.0
BIKANER 9680830319,899.0
"Tal-ALIBAG, Dist - Raigad, pin 402201",899.0
"HOSPITAL JN,ELAMPALOOR",899.0
Uttarpara,899.0
"Kaggalipura, BENGALURU",899.0
Tiruvarur,899.0
Talegàon Dabhade Pune,899.0
BAREJA,899.0
Rayachoty,899.0
"MILAK, rampur",899.0
Perambalur,898.0
NAGARAM,898.0
TCPIMPRI CHINCHWAD,897.0
BABRALA,897.0
GYANPUR,895.0
Bangalore South,895.0
Vasco-Da-Gama,895.0
GANGNAPUR,895.0
Madappally college,895.0
BABERU,895.0
Bareli,894.29
Hyderabad.,894.0
Kaij,894.0
BEGUSARAI DISTRICT,893.0
nellore city,893.0
MULLASSERY,891.0
ACHANTA,891.0
PURULIA I,889.62
VILLIAPPALLY,889.0
"Thiruvalla, PATHANAMTHITTA",889.0
RANGAPARA,889.0
PACHMARHI,888.0
KARNAWAL,888.0
CHHOTA UDAIPUR,888.0
Musabani,888.0
SARA INDUSTRIAL ESTATE,888.0
MUMBAI 400063,888.0
Chittoor District,888.0
KISHANGARH RENWAL,888.0
"MELUR, Madurai (DT)",888.0
VIRAR West,888.0
Roorkee road Meerut,888.0
PHIRANGIPURAM,888.0
BALUGAON,888.0
Jhansi Cantt,888.0
LALRU,886.0
Dhaniyanicheruvu.village,886.0
PAURI GARHWAL,886.0
AGAR Malwa,886.0
SUNDARAPANDIAM,886.0
CHANDIGAR,886.0
RAVULAPALEM,886.0
Dombivli (E),886.0
Pauri,886.0
NILGIRIS,885.0
"KOLKATA,sinthi",885.0
"NEW TOWN , Kolkata",885.0
Ambala city,885.0
"Vadodara, Vadodara",885.0
"Shankerpally, R.R.Dist",885.0
KORA JAHANABAD,885.0
Purba Bardhaman,885.0
"NADATHARA, Thrissur",885.0
SANTALDIH,885.0
Kunnamangalam,885.0
choutuppal,885.0
Harihar,885.0
SIRA,885.0
sojat city,885.0
BIJAULI INDUSTRIAL AREA,885.0
sriganganagar,885.0
JAKHALMANDI,885.0
TALWANDI SABO,885.0
CHAKIA chandaulu,885.0
KOLKATA 700078,885.0
Navimumbai,885.0
"Sector - 15 , Rohini",885.0
BANAGANAPALLE,885.0
AHMADNAGARA,885.0
Anekal,885.0
East Godavari,885.0
NEW DELHI dwarka secter 6,885.0
NAGIREDDIPALLE,885.0
"Allapra, Perumbavoor",885.0
KALABURGI 585102,885.0
Ambalapuzha,882.0
POWAYAN,882.0
Kohima,881.0
Pune-411028,881.0
DIST-KORAPUT,881.0
Jayashankar bhupalpally,880.0
EDAVILANGU,879.0
Surajgarha,879.0
NEW DELHI 45,879.0
Bhupalpalle,878.0
Sanand,877.0
"Kinnigoli,mangluru",877.0
unnao,877.0
PAPPIREDDIPATTI,877.0
Balipatna,876.62
Sundernagar,876.62
Sipajhar,875.0
Moshi Pradhikaran,875.0
NALLAMPATTI,874.0
"KRISHNARAJPET, KRISHNARAJPET TQ.,MANDYA DIST.",874.0
Patiyala,874.0
SHIMLA-717009,872.0
SASWAD,872.0
Raipur tehsil pirawa District Jhalawar,872.0
UNNAMALAIKADAI,871.0
MIHAN,871.0
SHAHKOT,871.0
KAVALI INDUSTRIAL AREA,870.0
Sahakar Nagar PUNE,870.0
BULDHANA,870.0
Paschim MEDINIPUR,870.0
WCL UMRED,870.0
Kalpi,870.0
MALAVALLI,870.0
NAVALGUND,870.0
Kodambal,870.0
"FARIDABAD, Sector-91",870.0
BANKI MONGRA,870.0
Ambarnath (west),869.0
NEW DELHI 110070,869.0
"CBD belapur , Navi Mumbai",869.0
LINGAPALEM,869.0
Eroor  kochi,869.0
ANAND NAGAR,868.38
Kakkanad west,868.0
OLAVANNA,868.0
PUNE 411041,867.0
"Eravipuram,Kollam",867.0
PEDAPUDI,867.0
Karaikal,866.0
Cansaulim,866.0
Andheri east,864.0
Guduvancherry,864.0
LUCKNOWlucknow,864.0
Mundara,862.86
PILLANALLUR,862.0
Chenguvetty,860.0
INDUSTRIAL ESTATE BARWALA,859.0
Vasai Road,859.0
Mumbai 400067,859.0
TUFANGANJ,859.0
APPAKUDAL,859.0
SOPORE,859.0
Pulamanthole,859.0
NARSINGARH,859.0
CHANDVAD,857.0
DHARAMSHALA,857.0
"Kanuru, Vijayawada",857.0
"NAUTANWA, Maharajganj",857.0
Rampura Beri,856.19
BILSI,856.19
"palayamkottai ,tirunelveli",856.19
KANDAGHAT,856.0
Ramghar,856.0
Balapallam,855.24
ATHUR THOOTHUKKUDI DISTRICT,855.0
"PUDUPATTINAM,kalpakkam",855.0
MANDAVALLI,855.0
Pipili,855.0
"Haldia, East Madnipur",855.0
Bantwal T.q.,855.0
MANNANCHERY,854.0
KUNDA,854.0
CHENNIMALAI,854.0
MALKANGIRI,852.4300000000001
DEGLUR,852.0
SHIRUR KASAR,852.0
PIMPLE gurav,852.0
NAYA RAIPUR,852.0
VITTAL,852.0
Saligrama,852.0
TRIPURANTHAKAM,852.0
Banki barabanki,852.0
DUVVUR,852.0
Khaperkheda,852.0
kalyan west/ dist thane,852.0
Nalasopara,852.0
WAKNAGHAT,852.0
Laxmi Nagar,852.0
jamnagar,852.0
"PARVATHIPURAM, Vizianagaram dist",852.0
"VALSARAVAKKAM,CHENNAI",852.0
NAI LEDRI,852.0
zirakpur,852.0
Pathankot lamini,851.0
BIRUR,851.0
Majgao SAWANTWADI,850.0
dombivili east,850.0
NIZ HAJO,850.0
Ahmedanagar,850.0
BARASAT - I,850.0
Rajarhaat,850.0
KONCH,850.0
THEKASHU PT II,850.0
KOLHAR,850.0
Dhauli payu ...MATHURA,850.0
Beltola GUWAHATI,850.0
Begusarai,848.0
tindivanam,848.0
PUDUCHERRY 605003,848.0
KHATEGAON,848.0
LANSDOWNE,848.0
Kandivali (W),848.0
Rosera,847.0
Puri,847.0
Puthuparamba,847.0
upleta,847.0
sundernagr,847.0
"Navalur, Chennai",847.0
Karkal,847.0
Tadepalligudem,847.0
PUNE-411014,846.0
Jaunpur,846.0
KAVARATTI,845.0
"THANE(W), thane",845.0
TALEGAON DABHADE Pune,845.0
Kodungallur,845.0
PANDUAL,845.0
SADULSHAHAR,845.0
Gollaprolu,845.0
KANDANASSERY,845.0
Rani block,845.0
CHINNALAPATTI,845.0
Thallapalem,845.0
derabassi,845.0
Yamuna Vihar,845.0
GHATAMPUR,844.0
Havelock,844.0
Menhdawal,842.86
NADUVATTAM,842.86
VENNANTHUR,842.0
EDAPPADI,842.0
"Manmad, dist- Nasik",841.95
Kadungalloor,841.0
LEATHER COMPLEX INDUSTRIAL AREA,841.0
PERALASSERI,838.0
RON,837.0
Ramnagar varanasi,836.0
Matelli,835.0
Dombivli(east),835.0
Kayankulam,835.0
Adoni,835.0
Siruseri,835.0
"Ellora Park, Vadodara",835.0
New Perungalathur,835.0
Kengeri,835.0
Vijayapur,835.0
doddaballapur,835.0
kottayam,835.0
GOTAN,835.0
BAKSHI KA TALAB,835.0
FAZI NAGAR,834.0
GHATAL,834.0
Belghria,834.0
"Kottakkal, malappuram",833.0
Hebri,832.0
Mohal,832.0
FATEHNAGAR,832.0
satna,832.0
Palakkad kerala,832.0
SULLURUPET,832.0
